id,value
Capital Goods|Building Materials|FRTA(1.384B),1.384B
Capital Goods|Building Materials|JHX(13.663B),13.663B
Capital Goods|Building Materials|LOMA(0.728B),0.728B
Capital Goods|Building Materials|SMID(0.058B),0.058B
Capital Goods|Building Materials|USCR(0.796B),0.796B
Capital Goods|Building Products|BW(0.554B),0.554B
Capital Goods|Building Products|BWSN(0.000B),0.000B
Capital Goods|Building Products|GFF(1.330B),1.330B
Capital Goods|Building Products|PGTI(1.306B),1.306B
Capital Goods|Construction/Ag Equipment/Trucks|ASTE(1.402B),1.402B
Capital Goods|Construction/Ag Equipment/Trucks|BLBD(0.531B),0.531B
Capital Goods|Construction/Ag Equipment/Trucks|CAT(108.608B),108.608B
Capital Goods|Construction/Ag Equipment/Trucks|CMCO(1.129B),1.129B
Capital Goods|Construction/Ag Equipment/Trucks|CNHI(19.310B),19.310B
Capital Goods|Construction/Ag Equipment/Trucks|GENC(0.188B),0.188B
Capital Goods|Construction/Ag Equipment/Trucks|GP(0.597B),0.597B
Capital Goods|Construction/Ag Equipment/Trucks|HY(1.579B),1.579B
Capital Goods|Construction/Ag Equipment/Trucks|HYLN(2.873B),2.873B
Capital Goods|Construction/Ag Equipment/Trucks|MLR(0.457B),0.457B
Capital Goods|Construction/Ag Equipment/Trucks|MTW(0.499B),0.499B
Capital Goods|Construction/Ag Equipment/Trucks|PLOW(1.048B),1.048B
Capital Goods|Construction/Ag Equipment/Trucks|TEX(2.644B),2.644B
Capital Goods|Construction/Ag Equipment/Trucks|WNC(0.879B),0.879B
Capital Goods|Containers/Packaging|CXDC(0.080B),0.080B
Capital Goods|Containers/Packaging|WMS(6.898B),6.898B
Capital Goods|Electrical Products|AEHR(0.079B),0.079B
Capital Goods|Electrical Products|AMOT(0.445B),0.445B
Capital Goods|Electrical Products|APH(78.333B),78.333B
Capital Goods|Electrical Products|BELFA(0.187B),0.187B
Capital Goods|Electrical Products|BELFB(0.188B),0.188B
Capital Goods|Electrical Products|CETX(0.046B),0.046B
Capital Goods|Electrical Products|CETXP(0.000B),0.000B
Capital Goods|Electrical Products|CETXW(0.000B),0.000B
Capital Goods|Electrical Products|COHU(1.980B),1.980B
Capital Goods|Electrical Products|DAIO(0.049B),0.049B
Capital Goods|Electrical Products|EXFO(0.264B),0.264B
Capital Goods|Electrical Products|FEIM(0.112B),0.112B
Capital Goods|Electrical Products|HUBB(9.112B),9.112B
Capital Goods|Electrical Products|IIN(0.201B),0.201B
Capital Goods|Electrical Products|INTT(0.090B),0.090B
Capital Goods|Electrical Products|ITRI(4.051B),4.051B
Capital Goods|Electrical Products|MEI(1.431B),1.431B
Capital Goods|Electrical Products|MICT(0.248B),0.248B
Capital Goods|Electrical Products|MRCY(4.006B),4.006B
Capital Goods|Electrical Products|OLED(11.171B),11.171B
Capital Goods|Electrical Products|RFIL(0.059B),0.059B
Capital Goods|Electrical Products|TER(22.667B),22.667B
Capital Goods|Electrical Products|TRNS(0.324B),0.324B
Capital Goods|Electrical Products|VPG(0.446B),0.446B
Capital Goods|Electrical Products|VSH(3.343B),3.343B
Capital Goods|Electronic Components|CAMT(1.259B),1.259B
Capital Goods|Electronic Components|CYBE(0.201B),0.201B
Capital Goods|Electronic Components|IIVI(9.181B),9.181B
Capital Goods|Electronic Components|IIVIP(0.000B),0.000B
Capital Goods|Electronic Components|KLAC(50.099B),50.099B
Capital Goods|Electronic Components|NVMI(2.347B),2.347B
Capital Goods|Engineering & Construction|EME(4.967B),4.967B
Capital Goods|Engineering & Construction|FIX(2.171B),2.171B
Capital Goods|Engineering & Construction|IESC(0.911B),0.911B
Capital Goods|Engineering & Construction|PWR(10.537B),10.537B
Capital Goods|Fluid Controls|AP(0.141B),0.141B
Capital Goods|Fluid Controls|CFX(4.790B),4.790B
Capital Goods|Fluid Controls|CFXA(0.000B),0.000B
Capital Goods|Fluid Controls|FLS(4.973B),4.973B
Capital Goods|Fluid Controls|GGG(11.592B),11.592B
Capital Goods|Fluid Controls|GRC(0.814B),0.814B
Capital Goods|Fluid Controls|IEX(14.658B),14.658B
Capital Goods|Fluid Controls|ITT(6.641B),6.641B
Capital Goods|Fluid Controls|XYL(17.463B),17.463B
Capital Goods|Homebuilding|BZH(0.556B),0.556B
Capital Goods|Homebuilding|CCS(1.872B),1.872B
Capital Goods|Homebuilding|DFH(2.386B),2.386B
Capital Goods|Homebuilding|DHI(28.456B),28.456B
Capital Goods|Homebuilding|GRBK(1.028B),1.028B
Capital Goods|Homebuilding|HCDI(0.057B),0.057B
Capital Goods|Homebuilding|HOV(0.357B),0.357B
Capital Goods|Homebuilding|HOVNP(0.000B),0.000B
Capital Goods|Homebuilding|KBH(4.020B),4.020B
Capital Goods|Homebuilding|LGIH(2.913B),2.913B
Capital Goods|Homebuilding|LSEA(0.407B),0.407B
Capital Goods|Homebuilding|LSEAW(0.000B),0.000B
Capital Goods|Homebuilding|MDC(3.665B),3.665B
Capital Goods|Homebuilding|MHO(1.478B),1.478B
Capital Goods|Homebuilding|MTH(3.107B),3.107B
Capital Goods|Homebuilding|NVR(17.324B),17.324B
Capital Goods|Homebuilding|NWHM(0.092B),0.092B
Capital Goods|Homebuilding|PHM(12.090B),12.090B
Capital Goods|Homebuilding|TMHC(3.637B),3.637B
Capital Goods|Homebuilding|TOL(6.627B),6.627B
Capital Goods|Homebuilding|TPH(2.370B),2.370B
Capital Goods|Industrial Machinery/Components|AAON(3.944B),3.944B
Capital Goods|Industrial Machinery/Components|ACU(0.111B),0.111B
Capital Goods|Industrial Machinery/Components|AEIS(4.060B),4.060B
Capital Goods|Industrial Machinery/Components|AGCO(8.619B),8.619B
Capital Goods|Industrial Machinery/Components|AIMC(3.564B),3.564B
Capital Goods|Industrial Machinery/Components|ALG(1.783B),1.783B
Capital Goods|Industrial Machinery/Components|ALTG(0.309B),0.309B
Capital Goods|Industrial Machinery/Components|AME(27.366B),27.366B
Capital Goods|Industrial Machinery/Components|ARTW(0.017B),0.017B
Capital Goods|Industrial Machinery/Components|BMI(3.054B),3.054B
Capital Goods|Industrial Machinery/Components|BNSO(0.031B),0.031B
Capital Goods|Industrial Machinery/Components|CARR(31.857B),31.857B
Capital Goods|Industrial Machinery/Components|CGNX(15.093B),15.093B
Capital Goods|Industrial Machinery/Components|CIX(0.177B),0.177B
Capital Goods|Industrial Machinery/Components|CLA(0.370B),0.370B
Capital Goods|Industrial Machinery/Components|CLIR(0.140B),0.140B
Capital Goods|Industrial Machinery/Components|CODA(0.090B),0.090B
Capital Goods|Industrial Machinery/Components|CRKN(0.073B),0.073B
Capital Goods|Industrial Machinery/Components|CUB(2.199B),2.199B
Capital Goods|Industrial Machinery/Components|DE(94.405B),94.405B
Capital Goods|Industrial Machinery/Components|DHR(168.791B),168.791B
Capital Goods|Industrial Machinery/Components|DPW(0.187B),0.187B
Capital Goods|Industrial Machinery/Components|DXPE(0.488B),0.488B
Capital Goods|Industrial Machinery/Components|EKSO(0.100B),0.100B
Capital Goods|Industrial Machinery/Components|ELSE(0.021B),0.021B
Capital Goods|Industrial Machinery/Components|EML(0.160B),0.160B
Capital Goods|Industrial Machinery/Components|ESP(0.052B),0.052B
Capital Goods|Industrial Machinery/Components|FARO(1.605B),1.605B
Capital Goods|Industrial Machinery/Components|FLIR(7.337B),7.337B
Capital Goods|Industrial Machinery/Components|FTV(22.535B),22.535B
Capital Goods|Industrial Machinery/Components|GEOS(0.140B),0.140B
Capital Goods|Industrial Machinery/Components|GRMN(24.402B),24.402B
Capital Goods|Industrial Machinery/Components|HURC(0.212B),0.212B
Capital Goods|Industrial Machinery/Components|ISNS(0.032B),0.032B
Capital Goods|Industrial Machinery/Components|KEYS(27.548B),27.548B
Capital Goods|Industrial Machinery/Components|KMT(3.016B),3.016B
Capital Goods|Industrial Machinery/Components|KRNT(5.387B),5.387B
Capital Goods|Industrial Machinery/Components|LCUT(0.285B),0.285B
Capital Goods|Industrial Machinery/Components|LCYAU(0.000B),0.000B
Capital Goods|Industrial Machinery/Components|LCYAW(0.000B),0.000B
Capital Goods|Industrial Machinery/Components|LGL(0.058B),0.058B
Capital Goods|Industrial Machinery/Components|LHX(39.755B),39.755B
Capital Goods|Industrial Machinery/Components|LII(11.135B),11.135B
Capital Goods|Industrial Machinery/Components|LNN(1.746B),1.746B
Capital Goods|Industrial Machinery/Components|LPL(7.715B),7.715B
Capital Goods|Industrial Machinery/Components|MASS(1.682B),1.682B
Capital Goods|Industrial Machinery/Components|MIND(0.033B),0.033B
Capital Goods|Industrial Machinery/Components|MINDP(0.000B),0.000B
Capital Goods|Industrial Machinery/Components|MKSI(8.761B),8.761B
Capital Goods|Industrial Machinery/Components|MLAB(1.430B),1.430B
Capital Goods|Industrial Machinery/Components|MRC(0.706B),0.706B
Capital Goods|Industrial Machinery/Components|MSM(4.752B),4.752B
Capital Goods|Industrial Machinery/Components|MTSC(1.140B),1.140B
Capital Goods|Industrial Machinery/Components|MVIS(2.730B),2.730B
Capital Goods|Industrial Machinery/Components|NDSN(10.789B),10.789B
Capital Goods|Industrial Machinery/Components|NEON(0.106B),0.106B
Capital Goods|Industrial Machinery/Components|NOC(49.659B),49.659B
Capital Goods|Industrial Machinery/Components|NSYS(0.021B),0.021B
Capital Goods|Industrial Machinery/Components|OC(8.912B),8.912B
Capital Goods|Industrial Machinery/Components|ONTO(3.069B),3.069B
Capital Goods|Industrial Machinery/Components|PI(1.591B),1.591B
Capital Goods|Industrial Machinery/Components|RETO(0.028B),0.028B
Capital Goods|Industrial Machinery/Components|ROK(28.364B),28.364B
Capital Goods|Industrial Machinery/Components|ROP(41.482B),41.482B
Capital Goods|Industrial Machinery/Components|SCX(0.041B),0.041B
Capital Goods|Industrial Machinery/Components|SENS(1.679B),1.679B
Capital Goods|Industrial Machinery/Components|SMIT(0.025B),0.025B
Capital Goods|Industrial Machinery/Components|SNA(10.384B),10.384B
Capital Goods|Industrial Machinery/Components|SSD(4.191B),4.191B
Capital Goods|Industrial Machinery/Components|ST(9.189B),9.189B
Capital Goods|Industrial Machinery/Components|SVT(0.023B),0.023B
Capital Goods|Industrial Machinery/Components|SWK(27.555B),27.555B
Capital Goods|Industrial Machinery/Components|SWT(0.000B),0.000B
Capital Goods|Industrial Machinery/Components|SYPR(0.067B),0.067B
Capital Goods|Industrial Machinery/Components|SYX(1.612B),1.612B
Capital Goods|Industrial Machinery/Components|TAYD(0.041B),0.041B
Capital Goods|Industrial Machinery/Components|TBLT(0.086B),0.086B
Capital Goods|Industrial Machinery/Components|TBLTW(0.000B),0.000B
Capital Goods|Industrial Machinery/Components|TDY(15.096B),15.096B
Capital Goods|Industrial Machinery/Components|TMO(193.729B),193.729B
Capital Goods|Industrial Machinery/Components|TRMB(18.136B),18.136B
Capital Goods|Industrial Machinery/Components|VICR(4.148B),4.148B
Capital Goods|Industrial Machinery/Components|VJET(0.112B),0.112B
Capital Goods|Industrial Machinery/Components|VLDR(3.526B),3.526B
Capital Goods|Industrial Machinery/Components|VLDRW(0.000B),0.000B
Capital Goods|Industrial Machinery/Components|VNT(5.377B),5.377B
Capital Goods|Industrial Machinery/Components|VREX(0.880B),0.880B
Capital Goods|Industrial Machinery/Components|VRT(6.907B),6.907B
Capital Goods|Industrial Machinery/Components|XONE(0.878B),0.878B
Capital Goods|Industrial Specialties|BOOM(0.916B),0.916B
Capital Goods|Industrial Specialties|DOOO(6.246B),6.246B
Capital Goods|Industrial Specialties|MAS(13.873B),13.873B
Capital Goods|Industrial Specialties|MEC(0.284B),0.284B
Capital Goods|Industrial Specialties|MTRN(1.356B),1.356B
Capital Goods|Industrial Specialties|NTIC(0.151B),0.151B
Capital Goods|Industrial Specialties|OFLX(1.513B),1.513B
Capital Goods|Industrial Specialties|PII(7.237B),7.237B
Capital Goods|Industrial Specialties|PKOH(0.388B),0.388B
Capital Goods|Industrial Specialties|RUN(13.252B),13.252B
Capital Goods|Industrial Specialties|SBE(1.426B),1.426B
Capital Goods|Industrial Specialties|SPLP(0.347B),0.347B
Capital Goods|Industrial Specialties|TRS(1.508B),1.508B
Capital Goods|Industrial Specialties|XPEL(1.472B),1.472B
Capital Goods|Marine Transportation|GD(46.727B),46.727B
Capital Goods|Marine Transportation|HII(7.194B),7.194B
Capital Goods|Marine Transportation|MBUU(1.555B),1.555B
Capital Goods|Marine Transportation|MCFT(0.511B),0.511B
Capital Goods|Marine Transportation|MPX(0.592B),0.592B
Capital Goods|Marine Transportation|VMAR(0.108B),0.108B
Capital Goods|Medical Specialities|KEQU(0.034B),0.034B
Capital Goods|Medical Specialities|MSON(0.296B),0.296B
Capital Goods|Medical Specialities|THMO(0.026B),0.026B
Capital Goods|Metal Fabrications|ACA(3.084B),3.084B
Capital Goods|Metal Fabrications|B(2.623B),2.623B
Capital Goods|Metal Fabrications|BIMI(0.031B),0.031B
Capital Goods|Metal Fabrications|BWEN(0.146B),0.146B
Capital Goods|Metal Fabrications|CIR(0.655B),0.655B
Capital Goods|Metal Fabrications|CNR(1.389B),1.389B
Capital Goods|Metal Fabrications|CR(4.793B),4.793B
Capital Goods|Metal Fabrications|GIFI(0.065B),0.065B
Capital Goods|Metal Fabrications|GTLS(5.029B),5.029B
Capital Goods|Metal Fabrications|HCHC(0.294B),0.294B
Capital Goods|Metal Fabrications|HIHO(0.020B),0.020B
Capital Goods|Metal Fabrications|HLIO(1.974B),1.974B
Capital Goods|Metal Fabrications|HWM(12.039B),12.039B
Capital Goods|Metal Fabrications|KALU(1.699B),1.699B
Capital Goods|Metal Fabrications|MATW(1.062B),1.062B
Capital Goods|Metal Fabrications|MLI(2.117B),2.117B
Capital Goods|Metal Fabrications|MWA(1.982B),1.982B
Capital Goods|Metal Fabrications|NISN(0.344B),0.344B
Capital Goods|Metal Fabrications|NNBR(0.291B),0.291B
Capital Goods|Metal Fabrications|NX(0.780B),0.780B
Capital Goods|Metal Fabrications|PH(34.638B),34.638B
Capital Goods|Metal Fabrications|PRLB(4.694B),4.694B
Capital Goods|Metal Fabrications|ROLL(4.631B),4.631B
Capital Goods|Metal Fabrications|TG(0.501B),0.501B
Capital Goods|Metal Fabrications|TKR(5.487B),5.487B
Capital Goods|Metal Fabrications|UAMY(0.154B),0.154B
Capital Goods|Metal Fabrications|VMI(4.772B),4.772B
Capital Goods|Metal Fabrications|WIRE(1.373B),1.373B
Capital Goods|Metal Fabrications|WTS(3.964B),3.964B
Capital Goods|Metal Fabrications|ZKIN(0.129B),0.129B
Capital Goods|Military/Government/Technical|AIRI(0.065B),0.065B
Capital Goods|Military/Government/Technical|AJRD(4.032B),4.032B
Capital Goods|Military/Government/Technical|ATRO(0.501B),0.501B
Capital Goods|Military/Government/Technical|CVU(0.059B),0.059B
Capital Goods|Military/Government/Technical|DCO(0.641B),0.641B
Capital Goods|Military/Government/Technical|EH(3.349B),3.349B
Capital Goods|Military/Government/Technical|ESLT(6.189B),6.189B
Capital Goods|Military/Government/Technical|KAMN(1.510B),1.510B
Capital Goods|Military/Government/Technical|KTOS(3.673B),3.673B
Capital Goods|Military/Government/Technical|LMT(94.653B),94.653B
Capital Goods|Military/Government/Technical|PKE(0.287B),0.287B
Capital Goods|Military/Government/Technical|SPR(4.164B),4.164B
Capital Goods|Military/Government/Technical|SRAC(0.514B),0.514B
Capital Goods|Military/Government/Technical|SRACU(0.000B),0.000B
Capital Goods|Military/Government/Technical|SRACW(0.000B),0.000B
Capital Goods|Military/Government/Technical|TDG(31.530B),31.530B
Capital Goods|Ordnance And Accessories|AOUT(0.311B),0.311B
Capital Goods|Ordnance And Accessories|AXON(11.042B),11.042B
Capital Goods|Ordnance And Accessories|NPK(0.660B),0.660B
Capital Goods|Ordnance And Accessories|POWW(0.526B),0.526B
Capital Goods|Ordnance And Accessories|RGR(1.209B),1.209B
Capital Goods|Ordnance And Accessories|SWBI(1.039B),1.039B
Capital Goods|Ordnance And Accessories|VSTO(1.991B),1.991B
Capital Goods|Ordnance And Accessories|WRAP(0.220B),0.220B
Capital Goods|Pollution Control Equipment|CECE(0.277B),0.277B
Capital Goods|Pollution Control Equipment|DCI(7.456B),7.456B
Capital Goods|Pollution Control Equipment|FTEK(0.103B),0.103B
Capital Goods|Pollution Control Equipment|PPIH(0.058B),0.058B
Capital Goods|Railroads|GBX(1.456B),1.456B
Capital Goods|Railroads|KIQ(0.051B),0.051B
Capital Goods|Railroads|RAIL(0.055B),0.055B
Capital Goods|Railroads|TRN(3.617B),3.617B
Capital Goods|Railroads|WAB(13.715B),13.715B
Capital Goods|Recreational Products/Toys|GNLN(0.254B),0.254B
Capital Goods|Specialty Chemicals|FFHL(0.040B),0.040B
Capital Goods|Specialty Chemicals|RAVN(1.436B),1.436B
Capital Goods|Steel/Iron Ore|FRD(0.051B),0.051B
Capital Goods|Steel/Iron Ore|GGB(7.604B),7.604B
Capital Goods|Steel/Iron Ore|HAYN(0.343B),0.343B
Capital Goods|Steel/Iron Ore|IIIN(0.569B),0.569B
Capital Goods|Steel/Iron Ore|ROCK(3.097B),3.097B
Capital Goods|Steel/Iron Ore|SID(8.598B),8.598B
Capital Goods|Steel/Iron Ore|WOR(3.097B),3.097B
Capital Goods|Telecommunications Equipment|COMS(0.259B),0.259B
Capital Goods|Telecommunications Equipment|COMSW(0.000B),0.000B
Capital Goods|Telecommunications Equipment|ESE(2.698B),2.698B
Capital Goods|Telecommunications Equipment|HEAR(0.493B),0.493B
Capital Goods|Telecommunications Equipment|INSG(1.635B),1.635B
Capital Goods|Telecommunications Equipment|IRDM(6.358B),6.358B
Capital Goods|Telecommunications Equipment|ITI(0.250B),0.250B
Capital Goods|Telecommunications Equipment|LITE(6.920B),6.920B
Capital Goods|Telecommunications Equipment|MAGS(0.118B),0.118B
Capital Goods|Telecommunications Equipment|NSSC(0.569B),0.569B
Capital Goods|Telecommunications Equipment|PWFL(0.274B),0.274B
Capital Goods|Telecommunications Equipment|REKR(0.659B),0.659B
Capital Goods|Telecommunications Equipment|UTSI(0.076B),0.076B
Capital Goods|Telecommunications Equipment|VCRA(1.474B),1.474B
Capital Goods|Telecommunications Equipment|VISL(0.209B),0.209B
Capital Goods|Telecommunications Equipment|WTT(0.052B),0.052B
Capital Goods|Tools/Hardware|TTC(10.665B),10.665B
Capital Goods|Wholesale Distributors|BXC(0.423B),0.423B
Capital Goods|Wholesale Distributors|REZI(3.834B),3.834B
Consumer Durables|Automotive Aftermarket|ABG(3.028B),3.028B
Consumer Durables|Automotive Aftermarket|AN(6.846B),6.846B
Consumer Durables|Automotive Aftermarket|CASY(7.696B),7.696B
Consumer Durables|Automotive Aftermarket|CPRT(28.046B),28.046B
Consumer Durables|Automotive Aftermarket|CRMT(0.882B),0.882B
Consumer Durables|Automotive Aftermarket|CTB(2.152B),2.152B
Consumer Durables|Automotive Aftermarket|CVNA(50.744B),50.744B
Consumer Durables|Automotive Aftermarket|CWH(3.252B),3.252B
Consumer Durables|Automotive Aftermarket|GPI(2.637B),2.637B
Consumer Durables|Automotive Aftermarket|GT(3.189B),3.189B
Consumer Durables|Automotive Aftermarket|IAA(8.015B),8.015B
Consumer Durables|Automotive Aftermarket|KAR(1.913B),1.913B
Consumer Durables|Automotive Aftermarket|KMX(19.544B),19.544B
Consumer Durables|Automotive Aftermarket|KXIN(0.270B),0.270B
Consumer Durables|Automotive Aftermarket|LAD(9.834B),9.834B
Consumer Durables|Automotive Aftermarket|LAZY(0.219B),0.219B
Consumer Durables|Automotive Aftermarket|LMPX(0.209B),0.209B
Consumer Durables|Automotive Aftermarket|LOTZ(1.174B),1.174B
Consumer Durables|Automotive Aftermarket|LOTZW(0.000B),0.000B
Consumer Durables|Automotive Aftermarket|MUSA(3.650B),3.650B
Consumer Durables|Automotive Aftermarket|PAG(5.109B),5.109B
Consumer Durables|Automotive Aftermarket|RENN(0.190B),0.190B
Consumer Durables|Automotive Aftermarket|RUSHA(2.174B),2.174B
Consumer Durables|Automotive Aftermarket|RUSHB(2.008B),2.008B
Consumer Durables|Automotive Aftermarket|SAH(1.656B),1.656B
Consumer Durables|Automotive Aftermarket|SFT(0.865B),0.865B
Consumer Durables|Automotive Aftermarket|TA(0.425B),0.425B
Consumer Durables|Automotive Aftermarket|TANNI(0.000B),0.000B
Consumer Durables|Automotive Aftermarket|TANNL(0.000B),0.000B
Consumer Durables|Automotive Aftermarket|TANNZ(0.000B),0.000B
Consumer Durables|Automotive Aftermarket|VRM(6.343B),6.343B
Consumer Durables|Building Products|AUVI(0.106B),0.106B
Consumer Durables|Building Products|AYI(4.339B),4.339B
Consumer Durables|Building Products|AZZ(1.258B),1.258B
Consumer Durables|Building Products|CCF(1.002B),1.002B
Consumer Durables|Building Products|EFOI(0.022B),0.022B
Consumer Durables|Building Products|LYTS(0.241B),0.241B
Consumer Durables|Building Products|OESX(0.296B),0.296B
Consumer Durables|Consumer Electronics/Appliances|AOS(9.408B),9.408B
Consumer Durables|Consumer Electronics/Appliances|IRBT(3.453B),3.453B
Consumer Durables|Consumer Electronics/Appliances|NC(0.182B),0.182B
Consumer Durables|Consumer Electronics/Appliances|VIOT(0.739B),0.739B
Consumer Durables|Consumer Electronics/Appliances|WHR(12.024B),12.024B
Consumer Durables|Consumer Specialties|CENT(2.536B),2.536B
Consumer Durables|Consumer Specialties|CENTA(2.315B),2.315B
Consumer Durables|Consumer Specialties|CTHR(0.066B),0.066B
Consumer Durables|Consumer Specialties|EDUC(0.134B),0.134B
Consumer Durables|Consumer Specialties|HYFM(2.811B),2.811B
Consumer Durables|Consumer Specialties|NHTC(0.089B),0.089B
Consumer Durables|Containers/Packaging|ARD(4.663B),4.663B
Consumer Durables|Containers/Packaging|AVY(14.395B),14.395B
Consumer Durables|Containers/Packaging|BLL(29.561B),29.561B
Consumer Durables|Containers/Packaging|CCK(13.355B),13.355B
